dx,source,ref
nv,real,ISIC_0030694
nv,real,ISIC_0030696
nv,real,ISIC_0030697
bkl,real,ISIC_0030698
bkl,real,ISIC_0030700
nv,real,ISIC_0030701
nv,real,ISIC_0030702
nv,real,ISIC_0030703
nv,real,ISIC_0030704
bkl,real,ISIC_0030705
bkl,real,ISIC_0030706
akiec,real,ISIC_0030707
nv,real,ISIC_0030710
nv,real,ISIC_0030711
bcc,real,ISIC_0030712
akiec,real,ISIC_0030714
nv,real,ISIC_0030715
nv,real,ISIC_0030716
nv,real,ISIC_0030717
nv,real,ISIC_0030718
nv,real,ISIC_0030720
bkl,real,ISIC_0030721
vasc,real,ISIC_0030722
nv,real,ISIC_0030724
nv,real,ISIC_0030725
nv,real,ISIC_0030727
nv,real,ISIC_0030729
akiec,real,ISIC_0030730
bkl,real,ISIC_0030731
nv,real,ISIC_0030732
nv,real,ISIC_0030733
nv,real,ISIC_0030735
nv,real,ISIC_0030736
bcc,real,ISIC_0030737
nv,real,ISIC_0030738
nv,real,ISIC_0030739
nv,real,ISIC_0030741
nv,real,ISIC_0030742
nv,real,ISIC_0030743
nv,real,ISIC_0030745
bcc,real,ISIC_0030746
nv,real,ISIC_0030748
nv,real,ISIC_0030749
nv,real,ISIC_0030750
nv,real,ISIC_0030751
nv,real,ISIC_0030752
mel,real,ISIC_0030754
df,real,ISIC_0030757
bkl,real,ISIC_0030758
mel,real,ISIC_0030759
mel,real,ISIC_0030760
nv,real,ISIC_0030761
nv,real,ISIC_0030762
nv,real,ISIC_0030763
nv,real,ISIC_0030765
bcc,real,ISIC_0030767
bkl,real,ISIC_0030768
nv,real,ISIC_0030769
vasc,real,ISIC_0030770
nv,real,ISIC_0030771
nv,real,ISIC_0030772
nv,real,ISIC_0030773
nv,real,ISIC_0030775
nv,real,ISIC_0030776
nv,real,ISIC_0030777
bcc,real,ISIC_0030778
nv,real,ISIC_0030779
nv,real,ISIC_0030781
bkl,real,ISIC_0030783
mel,real,ISIC_0030784
nv,real,ISIC_0030786
nv,real,ISIC_0030787
bkl,real,ISIC_0030789
nv,real,ISIC_0030790
nv,real,ISIC_0030791
nv,real,ISIC_0030792
nv,real,ISIC_0030793
akiec,real,ISIC_0030794
mel,real,ISIC_0030795
nv,real,ISIC_0030796
nv,real,ISIC_0030797
mel,real,ISIC_0030798
nv,real,ISIC_0030799
bcc,real,ISIC_0030800
nv,real,ISIC_0030802
nv,real,ISIC_0030804
nv,real,ISIC_0030805
bkl,real,ISIC_0030806
nv,real,ISIC_0030808
nv,real,ISIC_0030810
nv,real,ISIC_0030811
bkl,real,ISIC_0030812
nv,real,ISIC_0030814
nv,real,ISIC_0030815
nv,real,ISIC_0030816
nv,real,ISIC_0030817
mel,real,ISIC_0030818
nv,real,ISIC_0030819
nv,real,ISIC_0030820
akiec,real,ISIC_0030821
bkl,real,ISIC_0030822
nv,real,ISIC_0030823
mel,real,ISIC_0030824
nv,real,ISIC_0030829
nv,real,ISIC_0030831
nv,real,ISIC_0030832
nv,real,ISIC_0030834
bkl,real,ISIC_0030835
nv,real,ISIC_0030836
nv,real,ISIC_0030837
nv,real,ISIC_0030838
nv,real,ISIC_0030839
nv,real,ISIC_0030840
mel,real,ISIC_0030843
akiec,real,ISIC_0030844
nv,real,ISIC_0030845
nv,real,ISIC_0030846
nv,real,ISIC_0030847
bkl,real,ISIC_0030849
nv,real,ISIC_0030850
nv,real,ISIC_0030851
nv,real,ISIC_0030854
nv,real,ISIC_0030855
nv,real,ISIC_0030856
nv,real,ISIC_0030857
nv,real,ISIC_0030858
nv,real,ISIC_0030861
nv,real,ISIC_0030862
nv,real,ISIC_0030863
nv,real,ISIC_0030864
nv,real,ISIC_0030866
nv,real,ISIC_0030867
df,real,ISIC_0030870
nv,real,ISIC_0030871
nv,real,ISIC_0030872
nv,real,ISIC_0030875
akiec,real,ISIC_0030877
nv,real,ISIC_0030878
nv,real,ISIC_0030879
nv,real,ISIC_0030880
nv,real,ISIC_0030881
vasc,real,ISIC_0030882
mel,real,ISIC_0030883
nv,real,ISIC_0030884
nv,real,ISIC_0030885
nv,real,ISIC_0030886
nv,real,ISIC_0030887
nv,real,ISIC_0030888
nv,real,ISIC_0030889
nv,real,ISIC_0030890
nv,real,ISIC_0030892
bcc,real,ISIC_0030893
nv,real,ISIC_0030894
mel,real,ISIC_0030898
nv,real,ISIC_0030900
mel,real,ISIC_0030901
nv,real,ISIC_0030902
nv,real,ISIC_0030903
nv,real,ISIC_0030904
nv,real,ISIC_0030905
nv,real,ISIC_0030906
nv,real,ISIC_0030907
nv,real,ISIC_0030909
mel,real,ISIC_0030910
nv,real,ISIC_0030912
nv,real,ISIC_0030914
bcc,real,ISIC_0030915
nv,real,ISIC_0030916
nv,real,ISIC_0030917
nv,real,ISIC_0030918
nv,real,ISIC_0030919
nv,real,ISIC_0030920
nv,real,ISIC_0030921
nv,real,ISIC_0030922
nv,real,ISIC_0030923
nv,real,ISIC_0030924
mel,real,ISIC_0030925
nv,real,ISIC_0030927
mel,real,ISIC_0030929
nv,real,ISIC_0030931
nv,real,ISIC_0030933
nv,real,ISIC_0030934
nv,real,ISIC_0030937
nv,real,ISIC_0030938
nv,real,ISIC_0030939
nv,real,ISIC_0030940
nv,real,ISIC_0030941
nv,real,ISIC_0030942
nv,real,ISIC_0030944
nv,real,ISIC_0030945
nv,real,ISIC_0030946
nv,real,ISIC_0030947
nv,real,ISIC_0030948
mel,real,ISIC_0030951
nv,real,ISIC_0030952
akiec,real,ISIC_0030953
bcc,real,ISIC_0030954
nv,real,ISIC_0030955
vasc,real,ISIC_0030956
nv,real,ISIC_0030958
bkl,real,ISIC_0030959
nv,real,ISIC_0030960
nv,real,ISIC_0030962
nv,real,ISIC_0030963
bcc,real,ISIC_0030964
bkl,real,ISIC_0030965
nv,real,ISIC_0030966
nv,real,ISIC_0030967
nv,real,ISIC_0030968
mel,real,ISIC_0030970
nv,real,ISIC_0030972
nv,real,ISIC_0030973
nv,real,ISIC_0030974
nv,real,ISIC_0030975
nv,real,ISIC_0030977
nv,real,ISIC_0030979
nv,real,ISIC_0030980
nv,real,ISIC_0030982
nv,real,ISIC_0030985
akiec,real,ISIC_0030986
nv,real,ISIC_0030987
bkl,real,ISIC_0030988
nv,real,ISIC_0030990
akiec,real,ISIC_0030991
nv,real,ISIC_0030994
mel,real,ISIC_0030995
nv,real,ISIC_0030996
bkl,real,ISIC_0030998
nv,real,ISIC_0031001
df,real,ISIC_0031002
nv,real,ISIC_0031003
nv,real,ISIC_0031004
mel,real,ISIC_0031005
bcc,real,ISIC_0031007
bkl,real,ISIC_0031008
nv,real,ISIC_0031010
mel,real,ISIC_0031013
nv,real,ISIC_0031014
nv,real,ISIC_0031015
nv,real,ISIC_0031018
nv,real,ISIC_0031019
nv,real,ISIC_0031020
nv,real,ISIC_0031022
mel,real,ISIC_0031023
mel,real,ISIC_0031025
bcc,real,ISIC_0031026
bkl,real,ISIC_0031029
nv,real,ISIC_0031030
nv,real,ISIC_0031031
nv,real,ISIC_0031032
mel,real,ISIC_0031034
nv,real,ISIC_0031036
bkl,real,ISIC_0031037
nv,real,ISIC_0031038
nv,real,ISIC_0031039
akiec,real,ISIC_0031040
nv,real,ISIC_0031042
akiec,real,ISIC_0031043
akiec,real,ISIC_0031044
nv,real,ISIC_0031045
nv,real,ISIC_0031047
nv,real,ISIC_0031048
nv,real,ISIC_0031049
nv,real,ISIC_0031051
nv,real,ISIC_0031052
nv,real,ISIC_0031053
nv,real,ISIC_0031054
nv,real,ISIC_0031055
bcc,real,ISIC_0031056
nv,real,ISIC_0031058
nv,real,ISIC_0031059
bkl,real,ISIC_0031061
bcc,real,ISIC_0031062
bcc,real,ISIC_0031063
vasc,real,ISIC_0031065
nv,real,ISIC_0031066
nv,real,ISIC_0031068
nv,real,ISIC_0031072
nv,real,ISIC_0031073
nv,real,ISIC_0031075
nv,real,ISIC_0031076
mel,real,ISIC_0031077
bkl,real,ISIC_0031078
nv,real,ISIC_0031079
nv,real,ISIC_0031080
nv,real,ISIC_0031081
nv,real,ISIC_0031082
nv,real,ISIC_0031084
nv,real,ISIC_0031086
mel,real,ISIC_0031087
bkl,real,ISIC_0031088
nv,real,ISIC_0031089
vasc,real,ISIC_0031090
nv,real,ISIC_0031092
bcc,real,ISIC_0031095
nv,real,ISIC_0031096
nv,real,ISIC_0031098
nv,real,ISIC_0031100
nv,real,ISIC_0031101
nv,real,ISIC_0031102
nv,real,ISIC_0031104
nv,real,ISIC_0031105
nv,real,ISIC_0031106
nv,real,ISIC_0031107
nv,real,ISIC_0031109
nv,real,ISIC_0031111
nv,real,ISIC_0031113
nv,real,ISIC_0031114
nv,real,ISIC_0031115
nv,real,ISIC_0031116
nv,real,ISIC_0031117
mel,real,ISIC_0031118
akiec,real,ISIC_0031119
nv,real,ISIC_0031120
nv,real,ISIC_0031121
bcc,real,ISIC_0031122
df,real,ISIC_0031123
nv,real,ISIC_0031124
bkl,real,ISIC_0031125
nv,real,ISIC_0031126
nv,real,ISIC_0031127
nv,real,ISIC_0031128
bkl,real,ISIC_0031130
nv,real,ISIC_0031131
bkl,real,ISIC_0031132
bkl,real,ISIC_0031133
nv,real,ISIC_0031135
nv,real,ISIC_0031137
nv,real,ISIC_0031139
bcc,real,ISIC_0031140
nv,real,ISIC_0031141
nv,real,ISIC_0031142
nv,real,ISIC_0031143
nv,real,ISIC_0031144
nv,real,ISIC_0031145
mel,real,ISIC_0031146
nv,real,ISIC_0031147
nv,real,ISIC_0031149
bkl,real,ISIC_0031150
nv,real,ISIC_0031151
nv,real,ISIC_0031152
nv,real,ISIC_0031153
bcc,real,ISIC_0031154
nv,real,ISIC_0031155
nv,real,ISIC_0031156
nv,real,ISIC_0031158
nv,real,ISIC_0031161
nv,real,ISIC_0031163
nv,real,ISIC_0031164
nv,real,ISIC_0031165
bcc,real,ISIC_0031166
nv,real,ISIC_0031167
bcc,real,ISIC_0031171
nv,real,ISIC_0031172
nv,real,ISIC_0031173
nv,real,ISIC_0031174
mel,real,ISIC_0031177
nv,real,ISIC_0031178
nv,real,ISIC_0031180
bkl,real,ISIC_0031181
nv,real,ISIC_0031182
nv,real,ISIC_0031183
nv,real,ISIC_0031184
nv,real,ISIC_0031185
nv,real,ISIC_0031188
mel,real,ISIC_0031189
akiec,real,ISIC_0031191
nv,real,ISIC_0031193
nv,real,ISIC_0031195
bkl,real,ISIC_0031196
nv,real,ISIC_0031199
vasc,real,ISIC_0031201
nv,real,ISIC_0031202
nv,real,ISIC_0031205
nv,real,ISIC_0031206
nv,real,ISIC_0031207
mel,real,ISIC_0031208
nv,real,ISIC_0031210
akiec,real,ISIC_0031211
nv,real,ISIC_0031213
nv,real,ISIC_0031214
vasc,real,ISIC_0031215
nv,real,ISIC_0031216
vasc,real,ISIC_0031217
bkl,real,ISIC_0031218
nv,real,ISIC_0031219
nv,real,ISIC_0031220
nv,real,ISIC_0031221
bkl,real,ISIC_0031223
nv,real,ISIC_0031224
nv,real,ISIC_0031227
akiec,real,ISIC_0031228
nv,real,ISIC_0031229
nv,real,ISIC_0031230
nv,real,ISIC_0031232
mel,real,ISIC_0031233
nv,real,ISIC_0031234
nv,real,ISIC_0031235
bcc,real,ISIC_0031236
nv,real,ISIC_0031237
mel,real,ISIC_0031239
nv,real,ISIC_0031240
nv,real,ISIC_0031241
nv,real,ISIC_0031242
nv,real,ISIC_0031244
bcc,real,ISIC_0031245
nv,real,ISIC_0031247
nv,real,ISIC_0031248
nv,real,ISIC_0031249
nv,real,ISIC_0031250
nv,real,ISIC_0031251
nv,real,ISIC_0031254
nv,real,ISIC_0031255
nv,real,ISIC_0031256
df,real,ISIC_0031257
nv,real,ISIC_0031260
nv,real,ISIC_0031262
bcc,real,ISIC_0031263
nv,real,ISIC_0031265
bcc,real,ISIC_0031266
nv,real,ISIC_0031268
df,real,ISIC_0031271
bcc,real,ISIC_0031272
nv,real,ISIC_0031274
nv,real,ISIC_0031275
vasc,real,ISIC_0031276
bkl,real,ISIC_0031277
nv,real,ISIC_0031279
nv,real,ISIC_0031283
bcc,real,ISIC_0031284
nv,real,ISIC_0031285
nv,real,ISIC_0031288
nv,real,ISIC_0031291
nv,real,ISIC_0031293
bcc,real,ISIC_0031294
nv,real,ISIC_0031297
bcc,real,ISIC_0031298
nv,real,ISIC_0031299
nv,real,ISIC_0031300
nv,real,ISIC_0031301
mel,real,ISIC_0031303
nv,real,ISIC_0031304
nv,real,ISIC_0031305
nv,real,ISIC_0031306
nv,real,ISIC_0031307
mel,real,ISIC_0031310
nv,real,ISIC_0031311
nv,real,ISIC_0031312
nv,real,ISIC_0031315
nv,real,ISIC_0031316
nv,real,ISIC_0031317
bcc,real,ISIC_0031318
nv,real,ISIC_0031319
bkl,real,ISIC_0031321
nv,real,ISIC_0031322
nv,real,ISIC_0031323
nv,real,ISIC_0031325
bkl,real,ISIC_0031326
nv,real,ISIC_0031328
nv,real,ISIC_0031332
nv,real,ISIC_0031333
bkl,real,ISIC_0031334
akiec,real,ISIC_0031335
nv,real,ISIC_0031338
nv,real,ISIC_0031341
nv,real,ISIC_0031342
nv,real,ISIC_0031343
df,real,ISIC_0031344
bkl,real,ISIC_0031345
vasc,real,ISIC_0031346
nv,real,ISIC_0031347
bkl,real,ISIC_0031349
bcc,real,ISIC_0031351
bkl,real,ISIC_0031352
nv,real,ISIC_0031353
nv,real,ISIC_0031354
nv,real,ISIC_0031355
nv,real,ISIC_0031356
nv,real,ISIC_0031357
df,real,ISIC_0031358
nv,real,ISIC_0031359
nv,real,ISIC_0031360
bkl,real,ISIC_0031362
nv,real,ISIC_0031363
nv,real,ISIC_0031366
nv,real,ISIC_0031367
mel,real,ISIC_0031368
nv,real,ISIC_0031370
nv,real,ISIC_0031374
nv,real,ISIC_0031375
bcc,real,ISIC_0031378
akiec,real,ISIC_0031381
nv,real,ISIC_0031383
bcc,real,ISIC_0031384
nv,real,ISIC_0031385
nv,real,ISIC_0031387
nv,real,ISIC_0031388
mel,real,ISIC_0031389
nv,real,ISIC_0031390
nv,real,ISIC_0031392
bkl,real,ISIC_0031394
bkl,real,ISIC_0031396
nv,real,ISIC_0031398
nv,real,ISIC_0031399
mel,real,ISIC_0031401
nv,real,ISIC_0031402
nv,real,ISIC_0031403
nv,real,ISIC_0031404
mel,real,ISIC_0031406
bcc,real,ISIC_0031407
nv,real,ISIC_0031411
nv,real,ISIC_0031412
nv,real,ISIC_0031414
nv,real,ISIC_0031416
akiec,real,ISIC_0031421
nv,real,ISIC_0031423
bkl,real,ISIC_0031424
nv,real,ISIC_0031425
nv,real,ISIC_0031427
bkl,real,ISIC_0031428
df,real,ISIC_0031429
akiec,real,ISIC_0031431
nv,real,ISIC_0031432
nv,real,ISIC_0031433
nv,real,ISIC_0031435
nv,real,ISIC_0031437
nv,real,ISIC_0031439
nv,real,ISIC_0031440
nv,real,ISIC_0031441
bcc,real,ISIC_0031442
df,real,ISIC_0031443
nv,real,ISIC_0031445
nv,real,ISIC_0031446
nv,real,ISIC_0031447
nv,real,ISIC_0031448
bcc,real,ISIC_0031450
nv,real,ISIC_0031452
nv,real,ISIC_0031454
nv,real,ISIC_0031455
nv,real,ISIC_0031456
df,real,ISIC_0031457
nv,real,ISIC_0031458
bkl,real,ISIC_0031459
nv,real,ISIC_0031460
nv,real,ISIC_0031461
nv,real,ISIC_0031462
nv,real,ISIC_0031463
bkl,real,ISIC_0031464
bkl,real,ISIC_0031465
nv,real,ISIC_0031466
nv,real,ISIC_0031469
bcc,real,ISIC_0031470
nv,real,ISIC_0031471
nv,real,ISIC_0031472
nv,real,ISIC_0031473
nv,real,ISIC_0031476
nv,real,ISIC_0031477
nv,real,ISIC_0031478
mel,real,ISIC_0031479
nv,real,ISIC_0031480
nv,real,ISIC_0031481
nv,real,ISIC_0031482
nv,real,ISIC_0031483
nv,real,ISIC_0031484
nv,real,ISIC_0031486
nv,real,ISIC_0031487
nv,real,ISIC_0031488
bcc,real,ISIC_0031489
nv,real,ISIC_0031490
nv,real,ISIC_0031493
mel,real,ISIC_0031494
bkl,real,ISIC_0031495
nv,real,ISIC_0031497
nv,real,ISIC_0031501
nv,real,ISIC_0031502
nv,real,ISIC_0031503
nv,real,ISIC_0031505
akiec,real,ISIC_0031506
nv,real,ISIC_0031507
nv,real,ISIC_0031508
nv,real,ISIC_0031509
nv,real,ISIC_0031510
bcc,real,ISIC_0031513
nv,real,ISIC_0031514
nv,real,ISIC_0031515
nv,real,ISIC_0031516
mel,real,ISIC_0031517
nv,real,ISIC_0031518
bkl,real,ISIC_0031519
bcc,real,ISIC_0031520
nv,real,ISIC_0031521
bkl,real,ISIC_0031522
nv,real,ISIC_0031523
nv,real,ISIC_0031525
bcc,real,ISIC_0031526
bcc,real,ISIC_0031527
bkl,real,ISIC_0031528
nv,real,ISIC_0031530
nv,real,ISIC_0031532
nv,real,ISIC_0031535
bkl,real,ISIC_0031537
nv,real,ISIC_0031538
bcc,real,ISIC_0031539
nv,real,ISIC_0031540
nv,real,ISIC_0031541
mel,real,ISIC_0031543
mel,real,ISIC_0031545
nv,real,ISIC_0031546
nv,real,ISIC_0031547
nv,real,ISIC_0031548
mel,real,ISIC_0031550
nv,real,ISIC_0031551
bcc,real,ISIC_0031552
nv,real,ISIC_0031553
mel,real,ISIC_0031554
nv,real,ISIC_0031555
bkl,real,ISIC_0031556
nv,real,ISIC_0031560
nv,real,ISIC_0031564
mel,real,ISIC_0031565
nv,real,ISIC_0031566
nv,real,ISIC_0031567
nv,real,ISIC_0031568
bcc,real,ISIC_0031569
nv,real,ISIC_0031571
nv,real,ISIC_0031572
nv,real,ISIC_0031573
nv,real,ISIC_0031574
nv,real,ISIC_0031575
nv,real,ISIC_0031576
bkl,real,ISIC_0031577
akiec,real,ISIC_0031578
nv,real,ISIC_0031579
nv,real,ISIC_0031581
nv,real,ISIC_0031582
bkl,real,ISIC_0031584
bcc,real,ISIC_0031585
mel,real,ISIC_0031586
nv,real,ISIC_0031587
nv,real,ISIC_0031588
nv,real,ISIC_0031590
bkl,real,ISIC_0031591
nv,real,ISIC_0031592
bkl,real,ISIC_0031593
nv,real,ISIC_0031594
nv,real,ISIC_0031595
nv,real,ISIC_0031596
mel,real,ISIC_0031598
bkl,real,ISIC_0031601
nv,real,ISIC_0031602
nv,real,ISIC_0031603
nv,real,ISIC_0031604
nv,real,ISIC_0031607
nv,real,ISIC_0031608
akiec,real,ISIC_0031609
nv,real,ISIC_0031610
nv,real,ISIC_0031613
bcc,real,ISIC_0031614
nv,real,ISIC_0031615
nv,real,ISIC_0031617
nv,real,ISIC_0031618
bkl,real,ISIC_0031619
bkl,real,ISIC_0031620
nv,real,ISIC_0031621
nv,real,ISIC_0031623
bkl,real,ISIC_0031624
nv,real,ISIC_0031625
nv,real,ISIC_0031628
bkl,real,ISIC_0031630
nv,real,ISIC_0031631
nv,real,ISIC_0031632
bkl,real,ISIC_0031633
nv,real,ISIC_0031634
nv,real,ISIC_0031635
nv,real,ISIC_0031637
nv,real,ISIC_0031638
bkl,real,ISIC_0031639
nv,real,ISIC_0031641
mel,real,ISIC_0031642
bcc,real,ISIC_0031643
nv,real,ISIC_0031644
nv,real,ISIC_0031645
nv,real,ISIC_0031646
nv,real,ISIC_0031647
vasc,real,ISIC_0031648
nv,real,ISIC_0031649
bkl,real,ISIC_0031650
nv,real,ISIC_0031653
nv,real,ISIC_0031654
nv,real,ISIC_0031657
nv,real,ISIC_0031658
akiec,real,ISIC_0031659
nv,real,ISIC_0031660
nv,real,ISIC_0031661
nv,real,ISIC_0031664
nv,real,ISIC_0031667
nv,real,ISIC_0031668
nv,real,ISIC_0031669
nv,real,ISIC_0031671
akiec,real,ISIC_0031672
nv,real,ISIC_0031674
nv,real,ISIC_0031675
nv,real,ISIC_0031676
bkl,real,ISIC_0031677
nv,real,ISIC_0031679
nv,real,ISIC_0031680
nv,real,ISIC_0031681
nv,real,ISIC_0031683
nv,real,ISIC_0031685
nv,real,ISIC_0031687
nv,real,ISIC_0031688
nv,real,ISIC_0031689
nv,real,ISIC_0031690
bkl,real,ISIC_0031691
akiec,real,ISIC_0031692
nv,real,ISIC_0031693
nv,real,ISIC_0031694
nv,real,ISIC_0031695
bcc,real,ISIC_0031698
nv,real,ISIC_0031699
nv,real,ISIC_0031700
bkl,real,ISIC_0031702
nv,real,ISIC_0031704
nv,real,ISIC_0031705
vasc,real,ISIC_0031706
bkl,real,ISIC_0031707
nv,real,ISIC_0031708
mel,real,ISIC_0031709
nv,real,ISIC_0031710
mel,real,ISIC_0031711
bcc,real,ISIC_0031712
nv,real,ISIC_0031713
nv,real,ISIC_0031715
bkl,real,ISIC_0031716
nv,real,ISIC_0031717
vasc,real,ISIC_0031719
nv,real,ISIC_0031720
bcc,real,ISIC_0031721
nv,real,ISIC_0031722
nv,real,ISIC_0031723
nv,real,ISIC_0031724
nv,real,ISIC_0031725
nv,real,ISIC_0031726
nv,real,ISIC_0031727
bcc,real,ISIC_0031728
nv,real,ISIC_0031729
nv,real,ISIC_0031730
nv,real,ISIC_0031731
nv,real,ISIC_0031732
df,real,ISIC_0031735
nv,real,ISIC_0031736
akiec,real,ISIC_0031738
nv,real,ISIC_0031739
mel,real,ISIC_0031741
nv,real,ISIC_0031742
akiec,real,ISIC_0031743
nv,real,ISIC_0031744
mel,real,ISIC_0031745
mel,real,ISIC_0031746
nv,real,ISIC_0031747
bcc,real,ISIC_0031749
nv,real,ISIC_0031750
nv,real,ISIC_0031752
bkl,real,ISIC_0031753
nv,real,ISIC_0031754
nv,real,ISIC_0031755
nv,real,ISIC_0031756
nv,real,ISIC_0031758
vasc,real,ISIC_0031759
bcc,real,ISIC_0031762
nv,real,ISIC_0031763
nv,real,ISIC_0031765
nv,real,ISIC_0031767
nv,real,ISIC_0031768
nv,real,ISIC_0031769
bkl,real,ISIC_0031770
nv,real,ISIC_0031771
nv,real,ISIC_0031773
nv,real,ISIC_0031774
nv,real,ISIC_0031775
nv,real,ISIC_0031776
nv,real,ISIC_0031777
mel,real,ISIC_0031779
nv,real,ISIC_0031780
nv,real,ISIC_0031781
nv,real,ISIC_0031782
mel,real,ISIC_0031784
nv,real,ISIC_0031785
nv,real,ISIC_0031786
nv,real,ISIC_0031787
bcc,real,ISIC_0031789
nv,real,ISIC_0031791
nv,real,ISIC_0031792
nv,real,ISIC_0031793
mel,real,ISIC_0031795
nv,real,ISIC_0031796
nv,real,ISIC_0031797
nv,real,ISIC_0031798
df,real,ISIC_0031799
nv,real,ISIC_0031800
nv,real,ISIC_0031801
nv,real,ISIC_0031803
nv,real,ISIC_0031805
nv,real,ISIC_0031806
nv,real,ISIC_0031807
bkl,real,ISIC_0031808
nv,real,ISIC_0031809
nv,real,ISIC_0031810
nv,real,ISIC_0031811
nv,real,ISIC_0031816
nv,real,ISIC_0031817
nv,real,ISIC_0031818
bkl,real,ISIC_0031819
nv,real,ISIC_0031820
mel,real,ISIC_0031821
nv,real,ISIC_0031822
akiec,real,ISIC_0031823
bcc,real,ISIC_0031824
nv,real,ISIC_0031826
df,real,ISIC_0031827
nv,real,ISIC_0031828
nv,real,ISIC_0031829
bkl,real,ISIC_0031831
nv,real,ISIC_0031833
nv,real,ISIC_0031835
bcc,real,ISIC_0031836
nv,real,ISIC_0031837
nv,real,ISIC_0031838
mel,real,ISIC_0031844
nv,real,ISIC_0031845
nv,real,ISIC_0031846
nv,real,ISIC_0031847
nv,real,ISIC_0031849
nv,real,ISIC_0031850
akiec,real,ISIC_0031852
bkl,real,ISIC_0031853
nv,real,ISIC_0031854
nv,real,ISIC_0031856
nv,real,ISIC_0031857
nv,real,ISIC_0031858
nv,real,ISIC_0031859
nv,real,ISIC_0031860
nv,real,ISIC_0031861
nv,real,ISIC_0031863
nv,real,ISIC_0031866
nv,real,ISIC_0031867
nv,real,ISIC_0031868
nv,real,ISIC_0031869
nv,real,ISIC_0031870
nv,real,ISIC_0031875
nv,real,ISIC_0031877
nv,real,ISIC_0031879
nv,real,ISIC_0031881
nv,real,ISIC_0031885
nv,real,ISIC_0031886
bkl,real,ISIC_0031888
mel,real,ISIC_0031890
nv,real,ISIC_0031891
nv,real,ISIC_0031892
bkl,real,ISIC_0031893
nv,real,ISIC_0031894
nv,real,ISIC_0031896
bkl,real,ISIC_0031897
nv,real,ISIC_0031898
nv,real,ISIC_0031899
mel,real,ISIC_0031900
vasc,real,ISIC_0031901
nv,real,ISIC_0031902
bkl,real,ISIC_0031903
nv,real,ISIC_0031905
nv,real,ISIC_0031906
mel,real,ISIC_0031908
nv,real,ISIC_0031909
nv,real,ISIC_0031911
nv,real,ISIC_0031914
mel,real,ISIC_0031915
nv,real,ISIC_0031916
nv,real,ISIC_0031917
nv,real,ISIC_0031919
nv,real,ISIC_0031920
akiec,real,ISIC_0031922
nv,real,ISIC_0031923
akiec,real,ISIC_0031927
nv,real,ISIC_0031928
nv,real,ISIC_0031930
mel,real,ISIC_0031931
nv,real,ISIC_0031932
nv,real,ISIC_0031933
nv,real,ISIC_0031934
nv,real,ISIC_0031935
nv,real,ISIC_0031936
bkl,real,ISIC_0031937
nv,real,ISIC_0031938
nv,real,ISIC_0031939
akiec,real,ISIC_0031940
mel,real,ISIC_0031941
nv,real,ISIC_0031942
bcc,real,ISIC_0031943
bkl,real,ISIC_0031945
nv,real,ISIC_0031948
nv,real,ISIC_0031949
vasc,real,ISIC_0031950
mel,real,ISIC_0031953
nv,real,ISIC_0031954
nv,real,ISIC_0031956
mel,real,ISIC_0031957
mel,real,ISIC_0031958
nv,real,ISIC_0031959
bkl,real,ISIC_0031961
nv,real,ISIC_0031962
nv,real,ISIC_0031963
nv,real,ISIC_0031964
nv,real,ISIC_0031965
nv,real,ISIC_0031966
bkl,real,ISIC_0031967
nv,real,ISIC_0031970
bcc,real,ISIC_0031971
mel,real,ISIC_0031972
nv,real,ISIC_0031973
nv,real,ISIC_0031974
nv,real,ISIC_0031975
mel,real,ISIC_0031977
nv,real,ISIC_0031978
nv,real,ISIC_0031979
bkl,real,ISIC_0031980
nv,real,ISIC_0031981
nv,real,ISIC_0031982
nv,real,ISIC_0031983
nv,real,ISIC_0031984
nv,real,ISIC_0031985
bcc,real,ISIC_0031986
bkl,real,ISIC_0031987
nv,real,ISIC_0031988
nv,real,ISIC_0031990
nv,real,ISIC_0031991
nv,real,ISIC_0031992
akiec,real,ISIC_0031993
nv,real,ISIC_0031995
nv,real,ISIC_0031997
nv,real,ISIC_0031998
mel,real,ISIC_0031999
nv,real,ISIC_0032002
nv,real,ISIC_0032003
nv,real,ISIC_0032004
bkl,real,ISIC_0032006
nv,real,ISIC_0032008
nv,real,ISIC_0032010
nv,real,ISIC_0032012
akiec,real,ISIC_0032014
nv,real,ISIC_0032015
nv,real,ISIC_0032016
mel,real,ISIC_0032017
nv,real,ISIC_0032018
mel,real,ISIC_0032019
nv,real,ISIC_0032020
nv,real,ISIC_0032023
bkl,real,ISIC_0032024
nv,real,ISIC_0032026
nv,real,ISIC_0032027
nv,real,ISIC_0032029
bcc,real,ISIC_0032030
nv,real,ISIC_0032032
nv,real,ISIC_0032034
nv,real,ISIC_0032035
mel,real,ISIC_0032036
nv,real,ISIC_0032037
nv,real,ISIC_0032038
nv,real,ISIC_0032042
bkl,real,ISIC_0032043
mel,real,ISIC_0032044
bkl,real,ISIC_0032045
nv,real,ISIC_0032048
nv,real,ISIC_0032050
nv,real,ISIC_0032052
nv,real,ISIC_0032054
vasc,real,ISIC_0032057
nv,real,ISIC_0032058
nv,real,ISIC_0032059
nv,real,ISIC_0032060
bcc,real,ISIC_0032061
nv,real,ISIC_0032062
bkl,real,ISIC_0032063
nv,real,ISIC_0032064
nv,real,ISIC_0032065
nv,real,ISIC_0032066
